x_obs,raw_y,corrected_y,truth_y,gene_name
560,352,352.6605741819731,309.44,ENSG00000285444
561,354,352.89779468174544,309.28,ENSG00000285444
562,352,353.1264356950288,309.5,ENSG00000285444
563,353,353.3459312835621,309.41,ENSG00000285444
564,353,353.55571615707834,309.39,ENSG00000285444
565,352,353.75522397122216,309.58,ENSG00000285444
566,353,353.94388831058126,309.81,ENSG00000285444
567,352,354.1211422127791,309.9,ENSG00000285444
568,351,354.2864196417643,309.25,ENSG00000285444
569,352,354.4391482602775,309.58,ENSG00000285444
570,353,354.57876344635565,309.23,ENSG00000285444
571,354,354.7046930773488,309.51,ENSG00000285444
572,353,354.8163663544479,309.19,ENSG00000285444
573,355,354.9132109486897,309.32,ENSG00000285444
574,355,354.9946531776503,309.64,ENSG00000285444
575,355,355.06011802927185,309.52,ENSG00000285444
576,357,355.10902906248947,310.0,ENSG00000285444
577,357,355.140808163644,309.45,ENSG00000285444
578,357,355.15487565691797,309.64,ENSG00000285444
579,356,355.1506500466199,309.86,ENSG00000285444
580,356,355.1275480736933,309.83,ENSG00000285444
581,352,355.0849834516831,308.76,ENSG00000285444
582,352,355.0223726973342,309.79,ENSG00000285444
583,351,354.9391230698753,309.32,ENSG00000285444
584,350,354.83464470695765,309.63,ENSG00000285444
585,351,354.7083453480619,309.38,ENSG00000285444
586,352,354.55962901116294,309.62,ENSG00000285444
587,352,354.3878812239572,309.84,ENSG00000285444
588,351,354.1925556892877,309.68,ENSG00000285444
589,351,353.97299826627057,309.94,ENSG00000285444
590,352,353.7286232756887,310.28,ENSG00000285444
591,352,353.4588253651419,310.17,ENSG00000285444
592,353,353.16299725121814,310.18,ENSG00000285444
593,355,352.84052966492595,310.54,ENSG00000285444
594,353,352.4908113978744,309.73,ENSG00000285444
595,353,352.11322951521663,309.69,ENSG00000285444
596,351,351.7071692670045,309.51,ENSG00000285444
597,351,351.27201411088754,309.71,ENSG00000285444
598,351,350.8071459278679,309.64,ENSG00000285444
599,350,350.3119448726651,309.99,ENSG00000285444
600,350,349.7857900645227,309.54,ENSG00000285444
1,2,282.9138833809277,319.16,ENSG00000130723
2,3,282.9558975867631,319.32,ENSG00000130723
3,6,283.0350601520588,319.18,ENSG00000130723
4,7,283.1505896667888,318.97,ENSG00000130723
5,8,283.3017042896377,319.08,ENSG00000130723
6,9,283.4876216000899,319.56,ENSG00000130723
7,10,283.7075584495285,319.31,ENSG00000130723
8,10,283.9607308115527,319.77,ENSG00000130723
9,11,284.2463536316417,319.27,ENSG00000130723
10,11,284.5636406762627,320.15,ENSG00000130723
11,12,284.91180438149297,319.95,ENSG00000130723
12,12,285.2900557012135,319.84,ENSG00000130723
13,12,285.69760395492057,319.43,ENSG00000130723
14,12,286.1336566751976,319.09,ENSG00000130723
15,13,286.5974194548812,319.72,ENSG00000130723
16,13,287.0880957939587,319.39,ENSG00000130723
17,13,287.60488694622796,319.43,ENSG00000130723
18,13,288.146991765754,319.58,ENSG00000130723
19,14,288.71360655315556,319.82,ENSG00000130723
20,14,289.3039249017588,319.49,ENSG00000130723
21,15,289.9171375436562,319.19,ENSG00000130723
22,16,290.55243219571224,319.92,ENSG00000130723
23,18,291.208993405564,319.58,ENSG00000130723
24,18,291.88600239766646,319.23,ENSG00000130723
25,19,292.58263691944023,319.44,ENSG00000130723
26,19,293.2980710875854,319.61,ENSG00000130723
27,20,294.0314752346318,319.57,ENSG00000130723
28,21,294.78201575580533,320.59,ENSG00000130723
29,21,295.5488549562974,319.4,ENSG00000130723
30,21,296.3311508990352,319.64,ENSG00000130723
31,21,297.1280572530602,319.78,ENSG00000130723
32,21,297.93872314263496,320.29,ENSG00000130723
33,23,298.7622929972088,320.22,ENSG00000130723
34,23,299.597906402388,319.95,ENSG00000130723
35,25,300.4446979520679,319.82,ENSG00000130723
36,25,301.3017971019023,321.56,ENSG00000130723
37,27,302.1683280242987,317.81,ENSG00000130723
38,27,303.0434094651464,318.06,ENSG00000130723
39,28,303.92615460250255,318.08,ENSG00000130723
40,29,304.8156709074793,317.53,ENSG00000130723
41,30,305.7110600075955,317.65,ENSG00000130723
42,30,306.61141755287855,317.75,ENSG00000130723
43,30,307.5158330850208,318.39,ENSG00000130723
44,31,308.4233899099226,317.91,ENSG00000130723
45,33,309.33316497397345,317.87,ENSG00000130723
46,35,310.24422874445065,317.57,ENSG00000130723
47,37,311.15564509444005,318.09,ENSG00000130723
48,37,312.0664711927086,317.78,ENSG00000130723
49,37,312.9757573989909,317.68,ENSG00000130723
50,37,313.882547165174,317.65,ENSG00000130723
51,39,315.17488103368663,317.67,ENSG00000130723
52,39,315.98027851312503,317.26,ENSG00000130723
53,41,316.8173676063055,316.99,ENSG00000130723
54,43,317.65699465293983,317.55,ENSG00000130723
55,43,318.49855812227065,317.72,ENSG00000130723
56,43,319.3414791498397,317.35,ENSG00000130723
57,44,320.18520149620036,317.32,ENSG00000130723
58,46,320.9991615045464,316.94,ENSG00000130723
59,48,321.8128180940463,317.19,ENSG00000130723
60,49,322.60985743554903,317.6,ENSG00000130723
61,50,323.3754588651238,316.64,ENSG00000130723
62,50,324.1105295993338,316.74,ENSG00000130723
63,51,324.82870357127604,317.6,ENSG00000130723
64,52,325.52784208340154,317.74,ENSG00000130723
65,53,326.22156448936846,317.22,ENSG00000130723
66,54,326.8934829755511,317.03,ENSG00000130723
67,55,327.54146737359997,318.12,ENSG00000130723
68,55,328.1491158754494,317.13,ENSG00000130723
69,56,328.7457851932603,317.68,ENSG00000130723
70,56,329.3150601173708,317.23,ENSG00000130723
71,56,329.8705490279867,317.47,ENSG00000130723
72,58,330.4116194073529,317.12,ENSG00000130723
73,59,330.9391633895551,317.28,ENSG00000130723
74,62,331.43833212460373,317.7,ENSG00000130723
75,63,331.9228007826714,317.51,ENSG00000130723
76,64,332.3762394697333,317.04,ENSG00000130723
77,64,332.81234359715756,317.68,ENSG00000130723
78,64,333.2305695647059,317.45,ENSG00000130723
79,64,333.6003698756868,317.52,ENSG00000130723
80,65,333.9354582975738,317.95,ENSG00000130723
81,65,334.2337803392278,317.89,ENSG00000130723
82,65,334.4932790817257,317.78,ENSG00000130723
83,66,334.74342635172366,317.52,ENSG00000130723
84,66,334.9251632958517,317.65,ENSG00000130723
85,68,335.09949045297844,318.07,ENSG00000130723
86,68,335.23587779324805,317.31,ENSG00000130723
87,68,335.3495913631735,317.59,ENSG00000130723
88,68,335.4258987221744,317.4,ENSG00000130723
89,68,335.47859914935634,317.3,ENSG00000130723
90,68,335.4929956676203,317.48,ENSG00000130723
91,68,335.48442533180946,317.27,ENSG00000130723
92,68,335.4367295335702,317.28,ENSG00000130723
93,68,335.31949085333935,317.53,ENSG00000130723
94,68,335.1780640701216,316.75,ENSG00000130723
95,68,335.0278118927034,316.6,ENSG00000130723
96,68,334.85563664800407,317.2,ENSG00000130723
97,69,334.6785108066949,316.86,ENSG00000130723
98,69,334.46618221517207,317.24,ENSG00000130723
99,69,334.2169405869842,316.87,ENSG00000130723
100,69,333.92908930954604,316.7,ENSG00000130723
101,69,333.6324773059589,317.11,ENSG00000130723
102,70,333.2969697010639,316.92,ENSG00000130723
103,70,332.9525091497873,317.33,ENSG00000130723
104,70,332.5863230468574,317.27,ENSG00000130723
105,70,332.16992367337673,317.37,ENSG00000130723
106,70,331.71760895963826,318.42,ENSG00000130723
107,70,331.2436997545074,317.53,ENSG00000130723
108,71,330.7640718202689,317.85,ENSG00000130723
109,71,330.2804219239315,317.92,ENSG00000130723
110,71,329.764503914233,317.9,ENSG00000130723
111,73,329.23239480286935,318.51,ENSG00000130723
112,74,328.65443610220683,318.34,ENSG00000130723
113,74,328.0610304853026,318.09,ENSG00000130723
114,74,327.4526130894125,318.13,ENSG00000130723
115,74,326.8154181043584,317.58,ENSG00000130723
116,74,326.16574472017066,317.93,ENSG00000130723
117,74,325.504193014729,317.51,ENSG00000130723
118,75,324.8156650917278,317.42,ENSG00000130723
119,75,324.1151314609112,318.25,ENSG00000130723
120,75,323.3876020280523,317.39,ENSG00000130723
121,75,322.63239172221915,318.24,ENSG00000130723
122,75,321.86612252842247,317.44,ENSG00000130723
123,76,321.0912236216009,317.39,ENSG00000130723
124,76,320.3259620061293,317.29,ENSG00000130723
125,76,319.5586777216925,317.09,ENSG00000130723
126,76,318.7905483366858,316.75,ENSG00000130723
127,76,318.00705979135626,316.85,ENSG00000130723
128,76,317.19374180554576,316.83,ENSG00000130723
129,77,316.3661678428565,317.01,ENSG00000130723
130,77,315.5399549175102,317.17,ENSG00000130723
131,77,314.7007632364599,316.9,ENSG00000130723
132,77,313.84856037567977,317.04,ENSG00000130723
133,77,312.9848564668445,317.87,ENSG00000130723
134,79,312.11120270559377,317.94,ENSG00000130723
135,79,311.25922028323805,317.4,ENSG00000130723
136,79,310.4005691014931,318.01,ENSG00000130723
137,80,309.5354757147759,317.73,ENSG00000130723
138,80,308.66420225051996,318.29,ENSG00000130723
139,80,307.77277983575806,317.93,ENSG00000130723
140,81,306.8772712358543,318.24,ENSG00000130723
141,81,305.9780032828527,317.73,ENSG00000130723
142,81,305.0610650143516,317.9,ENSG00000130723
143,83,304.1425697260963,318.0,ENSG00000130723
144,83,303.2086221200976,317.88,ENSG00000130723
145,83,302.27534529697886,317.71,ENSG00000130723
146,84,301.32884755284977,317.97,ENSG00000130723
147,84,300.35822022704156,317.17,ENSG00000130723
148,84,299.3967977045312,317.83,ENSG00000130723
149,84,298.43062316341144,318.45,ENSG00000130723
150,84,297.44721131835223,317.86,ENSG00000130723
151,84,296.47830865619005,318.24,ENSG00000130723
152,84,295.5398894763465,317.48,ENSG00000130723
153,84,294.60365246072405,318.38,ENSG00000130723
154,85,293.6855460044182,318.48,ENSG00000130723
155,86,292.78573409320404,318.01,ENSG00000130723
156,86,291.90435749201896,318.35,ENSG00000130723
157,86,291.041529643454,318.18,ENSG00000130723
158,86,290.1988332066661,318.16,ENSG00000130723
159,86,289.37781546065247,318.28,ENSG00000130723
160,87,288.5784837974609,317.98,ENSG00000130723
161,87,287.8323331433783,318.42,ENSG00000130723
162,88,287.12657700210394,318.19,ENSG00000130723
163,88,286.44690807540496,317.92,ENSG00000130723
164,88,285.7504361450035,318.14,ENSG00000130723
165,89,285.08421440416384,318.39,ENSG00000130723
166,89,284.4336759907492,318.21,ENSG00000130723
167,89,283.81419202816653,317.88,ENSG00000130723
168,89,283.2268046160576,318.05,ENSG00000130723
169,89,282.6724895314683,318.0,ENSG00000130723
170,89,282.1506539395586,318.45,ENSG00000130723
171,89,281.66063563529985,317.8,ENSG00000130723
172,90,281.2017020279723,318.28,ENSG00000130723
173,90,280.78881478486437,317.89,ENSG00000130723
174,91,280.4068642231797,317.83,ENSG00000130723
175,91,280.04066937309483,318.43,ENSG00000130723
176,91,279.6764489957362,318.36,ENSG00000130723
177,91,279.33032177802545,318.16,ENSG00000130723
178,92,279.0168068884783,318.6,ENSG00000130723
179,92,278.73609139310537,318.79,ENSG00000130723
180,92,278.4882968138272,319.2,ENSG00000130723
181,92,278.2577160043923,319.01,ENSG00000130723
182,92,278.030051539893,319.83,ENSG00000130723
183,93,277.8351826115311,319.74,ENSG00000130723
184,93,277.68866868819737,319.27,ENSG00000130723
185,93,277.57601753175913,319.35,ENSG00000130723
186,93,277.481188127984,318.7,ENSG00000130723
187,93,277.41959561173564,318.97,ENSG00000130723
188,93,277.3908492490717,318.88,ENSG00000130723
189,94,277.3502270465883,318.99,ENSG00000130723
190,94,277.3159457794959,319.0,ENSG00000130723
191,94,277.290368662685,318.69,ENSG00000130723
192,95,277.2600095754746,318.99,ENSG00000130723
193,95,277.3013626188212,318.52,ENSG00000130723
194,96,277.36934568816105,318.59,ENSG00000130723
195,96,277.47739464523784,318.89,ENSG00000130723
196,97,277.63893795049523,318.24,ENSG00000130723
197,100,277.8231358811249,318.23,ENSG00000130723
198,100,278.0291490137464,318.43,ENSG00000130723
199,101,278.2703765232146,318.79,ENSG00000130723
200,103,278.5444595932986,319.04,ENSG00000130723
201,103,278.84904991942574,318.7,ENSG00000130723
202,103,279.1818126741891,318.45,ENSG00000130723
203,104,279.51189981580177,319.09,ENSG00000130723
204,104,279.855717857951,318.32,ENSG00000130723
205,104,280.2439288683831,319.5,ENSG00000130723
206,104,280.6456870920273,319.44,ENSG00000130723
207,104,281.0744359263807,319.12,ENSG00000130723
208,105,281.4993498837431,319.8,ENSG00000130723
209,105,281.93536572148673,319.65,ENSG00000130723
210,105,282.39741799259957,319.48,ENSG00000130723
211,105,282.8561749434438,319.2,ENSG00000130723
212,105,283.34233359304193,319.38,ENSG00000130723
213,105,283.8265598409819,319.68,ENSG00000130723
214,108,284.29525369043375,319.85,ENSG00000130723
215,108,284.7948136717954,319.02,ENSG00000130723
216,109,285.32437047200136,319.48,ENSG00000130723
217,109,285.86731691823945,319.34,ENSG00000130723
218,110,286.42280780392394,319.65,ENSG00000130723
219,110,286.9899936813165,320.15,ENSG00000130723
220,110,287.5680198520519,320.05,ENSG00000130723
221,110,288.1417605621004,319.44,ENSG00000130723
222,110,288.72758313712757,319.9,ENSG00000130723
223,110,289.3403455570412,320.17,ENSG00000130723
224,110,289.95063108770125,319.51,ENSG00000130723
225,111,290.57477700812007,320.66,ENSG00000130723
226,113,291.2118421053806,320.01,ENSG00000130723
227,114,291.86087129372777,320.08,ENSG00000130723
228,114,292.53665965053335,319.64,ENSG00000130723
229,115,293.22398586755264,320.63,ENSG00000130723
230,115,293.9218757507519,320.61,ENSG00000130723
231,116,294.61507164670394,319.96,ENSG00000130723
232,118,295.33256074302227,320.24,ENSG00000130723
233,118,296.0447798948786,320.04,ENSG00000130723
234,119,296.78217405217913,319.96,ENSG00000130723
235,119,297.52789940643254,319.75,ENSG00000130723
236,120,298.29511843770007,319.81,ENSG00000130723
237,121,299.06696909506945,319.65,ENSG00000130723
238,121,299.79953524119674,320.66,ENSG00000130723
239,124,300.56890479442427,319.54,ENSG00000130723
240,127,301.35810788369633,320.02,ENSG00000130723
241,129,302.1501775110313,320.67,ENSG00000130723
242,132,302.97391435153327,320.22,ENSG00000130723
243,132,303.81235568793767,319.5,ENSG00000130723
244,133,304.6500409134292,319.45,ENSG00000130723
245,133,305.4872458682361,319.56,ENSG00000130723
246,133,306.3527466307785,319.35,ENSG00000130723
247,134,307.2768504549552,319.52,ENSG00000130723
248,135,308.19986491854837,319.03,ENSG00000130723
249,135,309.12212772837347,319.6,ENSG00000130723
250,135,310.0754771309273,318.99,ENSG00000130723
251,135,311.0444852544056,319.64,ENSG00000130723
252,135,311.9979585808908,318.8,ENSG00000130723
253,137,312.966203745313,318.97,ENSG00000130723
254,139,313.94799623374615,319.43,ENSG00000130723
255,139,314.9406103221203,318.82,ENSG00000130723
256,140,315.92705491117533,319.52,ENSG00000130723
257,140,316.89180877322434,319.65,ENSG00000130723
258,142,317.83655580933595,318.52,ENSG00000130723
259,143,318.79144852677496,319.7,ENSG00000130723
260,144,319.7393427126235,319.01,ENSG00000130723
261,146,320.65029922084784,319.53,ENSG00000130723
262,147,321.5543480699355,319.4,ENSG00000130723
263,149,322.4642225333589,319.55,ENSG00000130723
264,152,323.42418567114726,319.13,ENSG00000130723
265,153,324.37423501626625,318.54,ENSG00000130723
266,153,325.3286620059454,318.45,ENSG00000130723
267,154,326.2431978502227,319.17,ENSG00000130723
268,155,327.1207788505702,319.06,ENSG00000130723
269,156,327.9785152019384,318.48,ENSG00000130723
270,157,328.8304551147281,320.21,ENSG00000130723
271,159,329.68911544498394,319.67,ENSG00000130723
272,161,330.52271760817706,319.66,ENSG00000130723
273,161,331.3594823178779,320.42,ENSG00000130723
274,164,332.16756958380756,319.78,ENSG00000130723
275,165,332.96237465347156,320.32,ENSG00000130723
276,166,333.7464980245759,320.83,ENSG00000130723
277,167,334.5225095762116,320.59,ENSG00000130723
278,168,335.30421210088724,319.55,ENSG00000130723
279,169,336.04684841506815,320.0,ENSG00000130723
280,170,336.78139610582963,319.83,ENSG00000130723
281,172,337.5072716423117,319.23,ENSG00000130723
282,172,338.21259751343484,319.26,ENSG00000130723
283,175,338.8854357532228,319.59,ENSG00000130723
284,175,339.58508149118813,319.08,ENSG00000130723
285,176,340.2650041628394,319.99,ENSG00000130723
286,176,340.9401734751493,319.41,ENSG00000130723
287,177,341.61126412459146,319.45,ENSG00000130723
288,181,342.2631552341338,319.89,ENSG00000130723
289,181,342.9564910157983,319.19,ENSG00000130723
290,181,343.707680810052,319.47,ENSG00000130723
291,182,344.50169324392755,319.29,ENSG00000130723
292,182,345.3535868848345,319.14,ENSG00000130723
293,182,346.2169496589651,319.01,ENSG00000130723
294,184,347.10392890705043,318.97,ENSG00000130723
295,185,347.9966720054384,318.75,ENSG00000130723
296,185,348.8773264120406,319.14,ENSG00000130723
297,185,349.75954031361516,319.0,ENSG00000130723
298,186,350.67122677955285,319.74,ENSG00000130723
299,188,351.5645337991086,319.74,ENSG00000130723
300,189,352.4516396498616,319.75,ENSG00000130723
301,189,353.3146929251295,318.9,ENSG00000130723
302,191,354.151577892708,319.17,ENSG00000130723
303,192,354.9916798578903,318.6,ENSG00000130723
304,192,355.8358852076569,319.03,ENSG00000130723
305,192,356.6393155706277,318.89,ENSG00000130723
306,193,357.47415223079855,318.92,ENSG00000130723
307,195,358.3053108858584,319.07,ENSG00000130723
308,198,359.1307691710937,318.08,ENSG00000130723
309,198,359.93577151843743,318.27,ENSG00000130723
310,199,360.7340926101075,318.38,ENSG00000130723
311,202,361.51101239500724,317.82,ENSG00000130723
312,203,362.2390403831591,318.26,ENSG00000130723
313,203,362.97922154466806,318.46,ENSG00000130723
314,203,363.7183374509208,318.52,ENSG00000130723
315,204,364.42893481428473,318.34,ENSG00000130723
316,205,365.08203244251376,317.8,ENSG00000130723
317,208,365.73714839115894,318.14,ENSG00000130723
318,212,366.39227423431555,319.05,ENSG00000130723
319,214,367.00263731055236,318.71,ENSG00000130723
320,215,367.62776199867676,319.46,ENSG00000130723
321,215,368.2799398693401,318.82,ENSG00000130723
322,217,368.9572882244613,318.72,ENSG00000130723
323,217,369.6264868956263,318.87,ENSG00000130723
324,219,370.3300742362718,318.98,ENSG00000130723
325,221,370.993591243625,319.4,ENSG00000130723
326,224,371.6611712983106,318.67,ENSG00000130723
327,226,372.32971799588137,318.86,ENSG00000130723
328,226,372.9676556015451,318.64,ENSG00000130723
329,230,373.58922574565406,319.05,ENSG00000130723
330,231,374.19292610312027,318.61,ENSG00000130723
331,233,374.77879008879495,318.27,ENSG00000130723
332,237,375.34538588948146,318.67,ENSG00000130723
333,240,375.90707714451,319.2,ENSG00000130723
334,240,376.4197363619778,318.0,ENSG00000130723
335,242,376.91203194833093,319.17,ENSG00000130723
336,244,377.3383410336735,318.37,ENSG00000130723
337,246,377.728811755139,318.13,ENSG00000130723
338,248,378.1308618386005,318.43,ENSG00000130723
339,249,378.5146778207005,318.5,ENSG00000130723
340,249,378.8617444925421,318.82,ENSG00000130723
341,249,379.1708176449007,318.64,ENSG00000130723
342,249,379.4121286530684,319.0,ENSG00000130723
343,249,379.61441365670044,318.6,ENSG00000130723
344,249,379.7921507835714,318.82,ENSG00000130723
345,249,379.93131840332455,318.96,ENSG00000130723
346,250,380.01640955063283,318.37,ENSG00000130723
347,251,380.0604161760723,318.27,ENSG00000130723
348,250,380.0620727759235,317.94,ENSG00000130723
349,251,380.0516516610232,318.3,ENSG00000130723
350,251,379.99943096720125,318.32,ENSG00000130723
351,252,379.9042250218267,318.3,ENSG00000130723
352,253,379.78062028752674,318.88,ENSG00000130723
353,254,379.614710830387,318.25,ENSG00000130723
354,255,379.37683235457024,318.73,ENSG00000130723
355,257,379.09582762440033,318.62,ENSG00000130723
356,255,378.7847813833205,317.74,ENSG00000130723
357,254,378.4155221885041,318.4,ENSG00000130723
358,255,378.05144769503374,317.93,ENSG00000130723
359,256,377.61866714440686,318.33,ENSG00000130723
360,256,377.133328038679,318.15,ENSG00000130723
361,258,376.6430867168777,317.88,ENSG00000130723
362,261,376.119842611978,317.95,ENSG00000130723
363,261,375.54826810531165,318.39,ENSG00000130723
364,263,374.9415432842212,318.06,ENSG00000130723
365,265,374.2843278751183,318.39,ENSG00000130723
366,268,373.59279136159404,318.46,ENSG00000130723
367,268,372.92740719289066,318.25,ENSG00000130723
368,268,372.2902171941269,317.71,ENSG00000130723
369,271,371.6533650616049,317.55,ENSG00000130723
370,270,371.001826428799,318.03,ENSG00000130723
371,269,370.34764567598637,317.4,ENSG00000130723
372,268,369.66014288633477,318.13,ENSG00000130723
373,267,368.9544430912611,317.13,ENSG00000130723
374,266,368.24421074516994,317.61,ENSG00000130723
375,268,367.5304157537246,317.69,ENSG00000130723
376,267,366.82986386265566,317.29,ENSG00000130723
377,266,366.1151657389029,317.2,ENSG00000130723
378,267,365.3860011655696,316.88,ENSG00000130723
379,267,364.68788510114484,316.5,ENSG00000130723
380,267,363.9493436492046,316.85,ENSG00000130723
381,268,363.2032392642426,317.82,ENSG00000130723
382,267,362.4554433127222,317.06,ENSG00000130723
383,268,361.7704279168279,316.85,ENSG00000130723
384,269,361.05817370348984,316.45,ENSG00000130723
385,269,360.36452610676105,316.82,ENSG00000130723
386,271,359.7053706295844,317.11,ENSG00000130723
387,272,359.066710655301,317.06,ENSG00000130723
388,273,358.43592791973657,316.89,ENSG00000130723
389,272,357.84352543726095,316.65,ENSG00000130723
390,272,357.24258863045935,316.85,ENSG00000130723
391,273,356.64631946728326,316.7,ENSG00000130723
392,275,356.0379294135264,316.49,ENSG00000130723
393,275,355.41640420069973,316.5,ENSG00000130723
394,276,354.7950026780907,317.28,ENSG00000130723
395,277,354.1427274172309,316.82,ENSG00000130723
396,278,353.51864973903287,316.87,ENSG00000130723
397,278,352.8918478299267,317.26,ENSG00000130723
398,279,352.21717384308965,316.68,ENSG00000130723
399,279,351.53951664072173,316.3,ENSG00000130723
400,280,350.82947727388165,316.15,ENSG00000130723
401,280,350.1034287278602,316.13,ENSG00000130723
402,281,349.37774960008716,315.86,ENSG00000130723
403,282,348.6530896981616,315.35,ENSG00000130723
404,284,347.91586808198724,315.86,ENSG00000130723
405,284,347.1697765972779,315.52,ENSG00000130723
406,284,346.38547725306677,315.41,ENSG00000130723
407,287,345.57487096923114,315.68,ENSG00000130723
408,287,344.79562661074,315.79,ENSG00000130723
409,289,344.05971030381414,315.74,ENSG00000130723
410,291,343.29062074529094,315.55,ENSG00000130723
411,292,342.5492132549393,315.55,ENSG00000130723
412,293,341.8378745840622,315.83,ENSG00000130723
413,294,341.099021885757,316.39,ENSG00000130723
414,294,340.37939561118526,315.79,ENSG00000130723
415,296,339.66723519094063,315.54,ENSG00000130723
416,297,338.98233847489485,315.69,ENSG00000130723
417,296,338.28299947967,316.14,ENSG00000130723
418,296,337.5845372172338,315.76,ENSG00000130723
419,296,336.9337963339124,315.77,ENSG00000130723
420,296,336.2718508712404,315.58,ENSG00000130723
421,294,335.5825320351031,316.35,ENSG00000130723
422,296,334.87963424578663,316.0,ENSG00000130723
423,295,334.17541229628534,316.1,ENSG00000130723
424,295,333.43781810911725,315.66,ENSG00000130723
425,295,332.727824608285,315.98,ENSG00000130723
426,295,331.98633325042476,315.85,ENSG00000130723
427,296,331.21273383452166,315.28,ENSG00000130723
428,295,330.4378730901668,315.51,ENSG00000130723
429,295,329.6625557105736,315.26,ENSG00000130723
430,297,328.80048181015906,315.79,ENSG00000130723
431,298,327.96110204294837,315.19,ENSG00000130723
432,301,327.1134933064038,315.22,ENSG00000130723
433,299,326.2867459354378,315.09,ENSG00000130723
434,300,325.4671678787688,315.12,ENSG00000130723
435,300,324.64104941183547,315.87,ENSG00000130723
436,299,323.854689502416,315.38,ENSG00000130723
437,299,323.08010481295196,314.96,ENSG00000130723
438,300,322.3193187043246,315.18,ENSG00000130723
439,298,321.55706778424883,314.33,ENSG00000130723
440,298,320.7923020589321,314.82,ENSG00000130723
441,297,320.0697132529943,315.02,ENSG00000130723
442,297,319.3754703467351,315.14,ENSG00000130723
443,297,318.6814841761976,315.38,ENSG00000130723
444,296,318.0039054196959,315.22,ENSG00000130723
445,297,317.35886164741623,315.52,ENSG00000130723
446,295,316.73245340782455,314.84,ENSG00000130723
447,295,316.12502285633957,315.12,ENSG00000130723
448,296,315.5083542948534,315.27,ENSG00000130723
449,296,314.91421074888075,314.98,ENSG00000130723
450,297,314.34279620992544,314.79,ENSG00000130723
451,298,313.7942902056781,315.11,ENSG00000130723
452,298,313.2688461676257,315.08,ENSG00000130723
453,298,312.78235961777483,314.81,ENSG00000130723
454,299,312.35072864433016,315.11,ENSG00000130723
455,301,311.92982575888675,315.41,ENSG00000130723
456,301,311.5483043526881,315.38,ENSG00000130723
457,301,311.22204208590165,315.66,ENSG00000130723
458,299,310.9226708295651,315.55,ENSG00000130723
459,296,310.666093864779,315.26,ENSG00000130723
460,297,310.4697207706956,315.24,ENSG00000130723
461,296,310.31947121853017,315.43,ENSG00000130723
462,296,310.2012740000327,315.51,ENSG00000130723
463,297,310.1310689747173,315.66,ENSG00000130723
464,297,310.09327797046825,315.26,ENSG00000130723
465,298,310.11810032793557,315.57,ENSG00000130723
466,299,310.1772207446744,315.23,ENSG00000130723
467,300,310.2550727848369,316.03,ENSG00000130723
468,300,310.37884074789883,315.68,ENSG00000130723
469,300,310.53143198096933,315.79,ENSG00000130723
470,300,310.6972431600792,315.72,ENSG00000130723
471,301,310.84486607819986,315.67,ENSG00000130723
472,301,311.0343847192891,315.13,ENSG00000130723
473,300,311.2358156877616,315.48,ENSG00000130723
474,301,311.46193427084955,315.82,ENSG00000130723
475,301,311.7112464694447,315.62,ENSG00000130723
476,302,311.9965201480372,315.69,ENSG00000130723
477,303,312.2734916993862,315.72,ENSG00000130723
478,304,312.5721629807274,315.32,ENSG00000130723
479,304,312.87524069904134,315.51,ENSG00000130723
480,310,313.22846356930876,315.91,ENSG00000130723
481,310,313.57478182239726,315.41,ENSG00000130723
482,310,313.97870613248386,315.3,ENSG00000130723
483,310,314.36593245920824,315.31,ENSG00000130723
484,311,314.78068850040603,315.77,ENSG00000130723
485,312,315.2086516240881,315.21,ENSG00000130723
486,312,315.64824162505664,315.55,ENSG00000130723
487,313,316.15491652461407,315.42,ENSG00000130723
488,314,316.7099099063632,315.87,ENSG00000130723
489,314,317.2359670615968,315.55,ENSG00000130723
490,315,317.77587510953975,315.47,ENSG00000130723
491,314,318.29810833849086,316.02,ENSG00000130723
492,315,318.83115339620724,315.84,ENSG00000130723
493,316,319.3734818954329,315.8,ENSG00000130723
494,317,319.90781113240064,316.05,ENSG00000130723
495,317,320.46263883264777,315.9,ENSG00000130723
496,318,320.990682488912,316.18,ENSG00000130723
497,318,321.5332006353147,316.36,ENSG00000130723
498,321,322.0887042201464,316.04,ENSG00000130723
499,321,322.6129541600717,316.0,ENSG00000130723
500,322,323.1517501769365,315.46,ENSG00000130723
501,322,323.70514997039965,315.7,ENSG00000130723
502,323,324.25748334356,315.52,ENSG00000130723
503,323,324.83589082829985,315.39,ENSG00000130723
504,323,325.45181517233056,315.25,ENSG00000130723
505,324,326.10404692395906,315.71,ENSG00000130723
506,323,326.7471752169735,315.67,ENSG00000130723
507,324,327.3943755017947,315.53,ENSG00000130723
508,324,327.95449074910044,315.64,ENSG00000130723
509,325,328.469122565061,315.62,ENSG00000130723
510,325,328.9655552552565,316.07,ENSG00000130723
511,325,329.4282896413042,315.64,ENSG00000130723
512,326,329.8703359268199,315.75,ENSG00000130723
513,326,330.2919495956569,315.16,ENSG00000130723
514,326,330.69339525982184,315.24,ENSG00000130723
515,326,331.0892107274585,315.39,ENSG00000130723
516,327,331.47970728373616,315.54,ENSG00000130723
517,327,331.86523350742385,315.57,ENSG00000130723
518,326,332.18761658481293,315.64,ENSG00000130723
519,326,332.5214834618481,314.96,ENSG00000130723
